date,sentiment
Tue Sep 17 01:48:49 +0000 2019,negative
,
Tue Sep 17 01:48:55 +0000 2019,negative
,
Tue Sep 17 01:48:57 +0000 2019,neutral
,
Tue Sep 17 01:49:01 +0000 2019,positive
,
Tue Sep 17 01:49:01 +0000 2019,neutral
,
Tue Sep 17 01:49:08 +0000 2019,positive
,
Tue Sep 17 01:49:08 +0000 2019,positive
,
Tue Sep 17 01:49:09 +0000 2019,positive
,
Tue Sep 17 01:49:09 +0000 2019,positive
,
Tue Sep 17 01:49:09 +0000 2019,negative
,
Tue Sep 17 01:49:13 +0000 2019,negative
,
Tue Sep 17 01:49:20 +0000 2019,positive
,
Tue Sep 17 01:49:21 +0000 2019,neutral
,
Tue Sep 17 01:49:23 +0000 2019,positive
,
Tue Sep 17 01:49:23 +0000 2019,positive
,
Tue Sep 17 01:49:23 +0000 2019,positive
,
Tue Sep 17 01:49:23 +0000 2019,positive
,
Tue Sep 17 01:49:25 +0000 2019,positive
,
Tue Sep 17 01:49:26 +0000 2019,neutral
,
Tue Sep 17 01:49:27 +0000 2019,positive
,
Tue Sep 17 01:49:32 +0000 2019,negative
,
Tue Sep 17 01:49:33 +0000 2019,positive
,
Tue Sep 17 01:49:34 +0000 2019,positive
,
Tue Sep 17 01:49:35 +0000 2019,neutral
,
Tue Sep 17 01:49:36 +0000 2019,positive
,
Tue Sep 17 01:49:36 +0000 2019,neutral
,
Tue Sep 17 01:49:36 +0000 2019,positive
,
Tue Sep 17 01:49:43 +0000 2019,negative
,
Tue Sep 17 01:49:44 +0000 2019,neutral
,
Tue Sep 17 01:49:45 +0000 2019,positive
,
Tue Sep 17 01:49:51 +0000 2019,neutral
,
Tue Sep 17 01:49:53 +0000 2019,neutral
,
Tue Sep 17 01:49:54 +0000 2019,positive
,
Tue Sep 17 01:49:56 +0000 2019,positive
,
Tue Sep 17 01:49:57 +0000 2019,neutral
,
Tue Sep 17 01:50:02 +0000 2019,positive
,
Tue Sep 17 01:50:06 +0000 2019,negative
,
Tue Sep 17 01:50:07 +0000 2019,positive
,
Tue Sep 17 01:50:07 +0000 2019,neutral
,
Tue Sep 17 01:50:09 +0000 2019,neutral
,
Tue Sep 17 01:50:09 +0000 2019,neutral
,
Tue Sep 17 01:50:09 +0000 2019,neutral
,
Tue Sep 17 01:50:10 +0000 2019,neutral
,
Tue Sep 17 01:50:10 +0000 2019,neutral
,
Tue Sep 17 01:50:10 +0000 2019,neutral
,
Tue Sep 17 01:50:14 +0000 2019,positive
,
Tue Sep 17 01:50:18 +0000 2019,neutral
,
Tue Sep 17 01:50:18 +0000 2019,neutral
,
Tue Sep 17 01:50:21 +0000 2019,negative
,
Tue Sep 17 01:50:27 +0000 2019,negative
,
Tue Sep 17 01:50:27 +0000 2019,neutral
,
Tue Sep 17 01:50:30 +0000 2019,positive
,
Tue Sep 17 01:50:33 +0000 2019,neutral
,
Tue Sep 17 01:50:34 +0000 2019,neutral
,
Tue Sep 17 01:50:35 +0000 2019,neutral
,
Tue Sep 17 01:50:39 +0000 2019,negative
,
Tue Sep 17 01:50:40 +0000 2019,positive
,
Tue Sep 17 01:50:42 +0000 2019,negative
,
Tue Sep 17 01:50:48 +0000 2019,positive
,
Tue Sep 17 01:50:50 +0000 2019,neutral
,
Tue Sep 17 01:50:50 +0000 2019,neutral
,
Tue Sep 17 01:50:50 +0000 2019,positive
,
Tue Sep 17 01:50:50 +0000 2019,neutral
,
Tue Sep 17 01:50:53 +0000 2019,neutral
,
Tue Sep 17 01:50:58 +0000 2019,negative
,
Tue Sep 17 01:51:00 +0000 2019,positive
,
Tue Sep 17 01:51:02 +0000 2019,positive
,
Tue Sep 17 01:51:08 +0000 2019,positive
,
Tue Sep 17 01:51:09 +0000 2019,neutral
,
Tue Sep 17 01:51:12 +0000 2019,positive
,
Tue Sep 17 01:51:13 +0000 2019,neutral
,
Tue Sep 17 01:51:15 +0000 2019,positive
,
Tue Sep 17 01:51:22 +0000 2019,neutral
,
Tue Sep 17 01:51:24 +0000 2019,positive
,
Tue Sep 17 01:51:26 +0000 2019,positive
,
Tue Sep 17 01:51:26 +0000 2019,neutral
,
Tue Sep 17 01:51:26 +0000 2019,neutral
,
Tue Sep 17 01:51:27 +0000 2019,positive
,
Tue Sep 17 01:51:31 +0000 2019,neutral
,
Tue Sep 17 01:51:32 +0000 2019,positive
,
Tue Sep 17 01:51:32 +0000 2019,positive
,
Tue Sep 17 01:51:35 +0000 2019,negative
,
Tue Sep 17 01:51:37 +0000 2019,positive
,
Tue Sep 17 01:51:42 +0000 2019,neutral
,
Tue Sep 17 01:51:42 +0000 2019,positive
,
Tue Sep 17 01:51:45 +0000 2019,neutral
,
Tue Sep 17 01:51:46 +0000 2019,positive
,
Tue Sep 17 01:51:49 +0000 2019,neutral
,
Tue Sep 17 01:51:51 +0000 2019,positive
,
Tue Sep 17 01:51:51 +0000 2019,negative
,
Tue Sep 17 01:51:51 +0000 2019,neutral
,
Tue Sep 17 01:51:52 +0000 2019,positive
,
Tue Sep 17 01:51:53 +0000 2019,positive
,
Tue Sep 17 01:51:55 +0000 2019,positive
,
Tue Sep 17 01:51:57 +0000 2019,neutral
,
Tue Sep 17 01:51:57 +0000 2019,positive
,
Tue Sep 17 01:51:59 +0000 2019,neutral
,
Tue Sep 17 01:52:01 +0000 2019,positive
,
Tue Sep 17 01:52:02 +0000 2019,neutral
,
Tue Sep 17 01:52:04 +0000 2019,positive
,
Tue Sep 17 01:52:07 +0000 2019,positive
,
Tue Sep 17 01:52:07 +0000 2019,neutral
,
Tue Sep 17 01:52:08 +0000 2019,positive
,
Tue Sep 17 01:52:09 +0000 2019,neutral
,
Tue Sep 17 01:52:13 +0000 2019,positive
,
Tue Sep 17 01:52:14 +0000 2019,negative
,
Tue Sep 17 01:52:14 +0000 2019,positive
,
Tue Sep 17 01:52:22 +0000 2019,positive
,
Tue Sep 17 01:52:22 +0000 2019,neutral
,
Tue Sep 17 01:52:23 +0000 2019,neutral
,
Tue Sep 17 01:52:28 +0000 2019,neutral
,
Tue Sep 17 01:52:28 +0000 2019,neutral
,
Tue Sep 17 01:52:30 +0000 2019,neutral
,
Tue Sep 17 01:52:31 +0000 2019,neutral
,
Tue Sep 17 01:52:33 +0000 2019,neutral
,
Tue Sep 17 01:52:33 +0000 2019,positive
,
Tue Sep 17 01:52:37 +0000 2019,neutral
,
Tue Sep 17 01:52:38 +0000 2019,negative
,
Tue Sep 17 01:52:39 +0000 2019,neutral
,
Tue Sep 17 01:52:39 +0000 2019,positive
,
Tue Sep 17 01:52:40 +0000 2019,positive
,
Tue Sep 17 01:52:45 +0000 2019,neutral
,
Tue Sep 17 01:52:45 +0000 2019,negative
,
Tue Sep 17 01:52:45 +0000 2019,positive
,
Tue Sep 17 01:52:47 +0000 2019,positive
,
Tue Sep 17 01:52:52 +0000 2019,neutral
,
Tue Sep 17 01:52:52 +0000 2019,neutral
,
Tue Sep 17 01:52:56 +0000 2019,negative
,
Tue Sep 17 01:52:58 +0000 2019,positive
,
Tue Sep 17 01:52:58 +0000 2019,positive
,
Tue Sep 17 01:52:58 +0000 2019,positive
,
Tue Sep 17 01:53:01 +0000 2019,positive
,
Tue Sep 17 01:53:02 +0000 2019,negative
,
Tue Sep 17 01:53:03 +0000 2019,neutral
,
Tue Sep 17 01:53:04 +0000 2019,neutral
,
Tue Sep 17 01:53:04 +0000 2019,neutral
,
Tue Sep 17 01:53:07 +0000 2019,neutral
,
Tue Sep 17 01:53:06 +0000 2019,positive
,
Tue Sep 17 01:53:12 +0000 2019,neutral
,
Tue Sep 17 01:53:13 +0000 2019,positive
,
Tue Sep 17 01:53:13 +0000 2019,negative
,
Tue Sep 17 01:53:14 +0000 2019,negative
,
Tue Sep 17 01:53:15 +0000 2019,neutral
,
Tue Sep 17 01:53:21 +0000 2019,positive
,
Tue Sep 17 01:53:22 +0000 2019,positive
,
Tue Sep 17 01:53:23 +0000 2019,neutral
,
Tue Sep 17 01:53:31 +0000 2019,positive
,
Tue Sep 17 01:53:32 +0000 2019,neutral
,
Tue Sep 17 01:53:33 +0000 2019,positive
,
Tue Sep 17 01:53:33 +0000 2019,neutral
,
Tue Sep 17 01:53:34 +0000 2019,neutral
,
Tue Sep 17 01:53:36 +0000 2019,positive
,
Tue Sep 17 01:53:38 +0000 2019,positive
,
Tue Sep 17 01:53:39 +0000 2019,neutral
,
Tue Sep 17 01:53:42 +0000 2019,positive
,
Tue Sep 17 01:53:46 +0000 2019,neutral
,
Tue Sep 17 01:53:46 +0000 2019,neutral
,
Tue Sep 17 01:53:47 +0000 2019,positive
,
Tue Sep 17 01:53:47 +0000 2019,positive
,
Tue Sep 17 01:53:50 +0000 2019,neutral
,
Tue Sep 17 01:53:51 +0000 2019,neutral
,
Tue Sep 17 01:53:51 +0000 2019,positive
,
Tue Sep 17 01:53:52 +0000 2019,neutral
,
Tue Sep 17 01:53:53 +0000 2019,negative
,
Tue Sep 17 01:53:54 +0000 2019,neutral
,
Tue Sep 17 01:53:54 +0000 2019,neutral
,
Tue Sep 17 01:53:54 +0000 2019,neutral
,
Tue Sep 17 01:53:55 +0000 2019,positive
,
Tue Sep 17 01:53:57 +0000 2019,neutral
,
Tue Sep 17 01:53:57 +0000 2019,neutral
,
Tue Sep 17 01:53:59 +0000 2019,neutral
,
Tue Sep 17 01:53:59 +0000 2019,positive
,
Tue Sep 17 01:53:59 +0000 2019,neutral
,
Tue Sep 17 01:54:03 +0000 2019,positive
,
Tue Sep 17 01:54:04 +0000 2019,neutral
,
Tue Sep 17 01:54:06 +0000 2019,neutral
,
Tue Sep 17 01:54:06 +0000 2019,negative
,
Tue Sep 17 01:54:06 +0000 2019,positive
,
Tue Sep 17 01:54:09 +0000 2019,positive
,
Tue Sep 17 01:54:13 +0000 2019,neutral
,
Tue Sep 17 01:54:14 +0000 2019,positive
,
Tue Sep 17 01:54:14 +0000 2019,neutral
,
Tue Sep 17 01:54:16 +0000 2019,negative
,
Tue Sep 17 01:54:16 +0000 2019,positive
,
Tue Sep 17 01:54:17 +0000 2019,neutral
,
Tue Sep 17 01:54:17 +0000 2019,neutral
,
Tue Sep 17 01:54:19 +0000 2019,neutral
,
Tue Sep 17 01:54:19 +0000 2019,positive
,
Tue Sep 17 01:54:29 +0000 2019,neutral
,
Tue Sep 17 01:54:31 +0000 2019,positive
,
Tue Sep 17 01:54:33 +0000 2019,positive
,
Tue Sep 17 01:54:33 +0000 2019,neutral
,
Tue Sep 17 01:54:33 +0000 2019,positive
,
Tue Sep 17 01:54:35 +0000 2019,neutral
,
Tue Sep 17 01:54:35 +0000 2019,neutral
,
Tue Sep 17 01:54:35 +0000 2019,neutral
,
Tue Sep 17 01:54:37 +0000 2019,neutral
,
Tue Sep 17 01:54:37 +0000 2019,positive
,
Tue Sep 17 01:54:39 +0000 2019,negative
,
Tue Sep 17 01:54:42 +0000 2019,neutral
,
Tue Sep 17 01:54:43 +0000 2019,positive
,
Tue Sep 17 01:54:46 +0000 2019,neutral
,
Tue Sep 17 01:54:49 +0000 2019,neutral
,
Tue Sep 17 01:54:50 +0000 2019,positive
,
Tue Sep 17 01:54:51 +0000 2019,neutral
,
Tue Sep 17 01:54:52 +0000 2019,positive
,
Tue Sep 17 01:54:54 +0000 2019,neutral
,
Tue Sep 17 01:54:57 +0000 2019,neutral
,
Tue Sep 17 01:54:59 +0000 2019,negative
,
Tue Sep 17 01:55:03 +0000 2019,neutral
,
Tue Sep 17 01:55:03 +0000 2019,positive
,
Tue Sep 17 01:55:04 +0000 2019,positive
,
Tue Sep 17 01:55:05 +0000 2019,positive
,
Tue Sep 17 01:55:09 +0000 2019,neutral
,
Tue Sep 17 01:55:10 +0000 2019,neutral
,
Tue Sep 17 01:55:21 +0000 2019,neutral
,
Tue Sep 17 01:55:25 +0000 2019,neutral
,
Tue Sep 17 01:55:28 +0000 2019,neutral
,
Tue Sep 17 01:55:38 +0000 2019,positive
,
Tue Sep 17 01:55:39 +0000 2019,neutral
,
Tue Sep 17 01:55:40 +0000 2019,positive
,
Tue Sep 17 01:55:42 +0000 2019,neutral
,
Tue Sep 17 01:55:43 +0000 2019,positive
,
Tue Sep 17 01:55:46 +0000 2019,positive
,
Tue Sep 17 01:55:47 +0000 2019,neutral
,
Tue Sep 17 01:55:48 +0000 2019,positive
,
Tue Sep 17 01:55:48 +0000 2019,neutral
,
Tue Sep 17 01:55:48 +0000 2019,neutral
,
Tue Sep 17 01:55:50 +0000 2019,neutral
,
Tue Sep 17 01:55:52 +0000 2019,neutral
,
Tue Sep 17 01:55:54 +0000 2019,neutral
,
Tue Sep 17 01:55:56 +0000 2019,neutral
,
Tue Sep 17 01:55:59 +0000 2019,positive
,
Tue Sep 17 01:56:01 +0000 2019,positive
,
Tue Sep 17 01:56:03 +0000 2019,positive
,
Tue Sep 17 01:56:05 +0000 2019,neutral
,
Tue Sep 17 01:56:05 +0000 2019,negative
,
Tue Sep 17 01:56:07 +0000 2019,positive
,
Tue Sep 17 01:56:08 +0000 2019,positive
,
Tue Sep 17 01:56:11 +0000 2019,negative
,
Tue Sep 17 01:56:11 +0000 2019,negative
,
Tue Sep 17 01:56:13 +0000 2019,negative
,
Tue Sep 17 01:56:14 +0000 2019,neutral
,
Tue Sep 17 01:56:15 +0000 2019,positive
,
Tue Sep 17 01:56:16 +0000 2019,neutral
,
Tue Sep 17 01:56:22 +0000 2019,neutral
,
Tue Sep 17 01:56:22 +0000 2019,neutral
,
Tue Sep 17 01:56:25 +0000 2019,negative
,
Tue Sep 17 01:56:31 +0000 2019,neutral
,
Tue Sep 17 01:56:33 +0000 2019,neutral
,
Tue Sep 17 01:56:34 +0000 2019,positive
,
Tue Sep 17 01:56:35 +0000 2019,neutral
,
Tue Sep 17 01:56:36 +0000 2019,positive
,
Tue Sep 17 01:56:37 +0000 2019,neutral
,
Tue Sep 17 01:56:37 +0000 2019,positive
,
Tue Sep 17 01:56:40 +0000 2019,negative
,
Tue Sep 17 01:56:41 +0000 2019,neutral
,
Tue Sep 17 01:56:42 +0000 2019,positive
,
Tue Sep 17 01:56:42 +0000 2019,neutral
,
Tue Sep 17 01:56:47 +0000 2019,positive
,
Tue Sep 17 01:56:55 +0000 2019,neutral
,
Tue Sep 17 01:56:58 +0000 2019,positive
,
Tue Sep 17 01:57:01 +0000 2019,neutral
,
Tue Sep 17 01:57:02 +0000 2019,neutral
,
Tue Sep 17 01:57:02 +0000 2019,positive
,
Tue Sep 17 01:57:03 +0000 2019,positive
,
Tue Sep 17 01:57:03 +0000 2019,neutral
,
Tue Sep 17 01:57:07 +0000 2019,positive
,
Tue Sep 17 01:57:13 +0000 2019,neutral
,
Tue Sep 17 01:57:16 +0000 2019,neutral
,
Tue Sep 17 01:57:18 +0000 2019,positive
,
Tue Sep 17 01:57:19 +0000 2019,positive
,
Tue Sep 17 01:57:19 +0000 2019,neutral
,
Tue Sep 17 01:57:21 +0000 2019,positive
,
Tue Sep 17 01:57:24 +0000 2019,negative
,
Tue Sep 17 01:57:25 +0000 2019,neutral
,
Tue Sep 17 01:57:25 +0000 2019,negative
,
Tue Sep 17 01:57:25 +0000 2019,positive
,
Tue Sep 17 01:57:28 +0000 2019,neutral
,
Tue Sep 17 01:57:33 +0000 2019,neutral
,
Tue Sep 17 01:57:33 +0000 2019,neutral
,
Tue Sep 17 01:57:33 +0000 2019,positive
,
Tue Sep 17 01:57:34 +0000 2019,neutral
,
Tue Sep 17 01:57:34 +0000 2019,positive
,
Tue Sep 17 01:57:37 +0000 2019,neutral
,
Tue Sep 17 01:57:42 +0000 2019,neutral
,
Tue Sep 17 01:57:45 +0000 2019,positive
,
Tue Sep 17 01:57:50 +0000 2019,neutral
,
Tue Sep 17 01:57:52 +0000 2019,positive
,
Tue Sep 17 01:57:53 +0000 2019,neutral
,
Tue Sep 17 01:57:57 +0000 2019,positive
,
Tue Sep 17 01:58:00 +0000 2019,neutral
,
Tue Sep 17 01:57:59 +0000 2019,positive
,
Tue Sep 17 01:58:06 +0000 2019,neutral
,
Tue Sep 17 01:58:06 +0000 2019,neutral
,
Tue Sep 17 01:58:07 +0000 2019,neutral
,
Tue Sep 17 01:58:10 +0000 2019,neutral
,
Tue Sep 17 01:58:13 +0000 2019,neutral
,
Tue Sep 17 01:58:15 +0000 2019,positive
,
Tue Sep 17 01:58:16 +0000 2019,neutral
,
Tue Sep 17 01:58:17 +0000 2019,neutral
,
Tue Sep 17 01:58:19 +0000 2019,neutral
,
Tue Sep 17 01:58:24 +0000 2019,neutral
,
Tue Sep 17 01:58:26 +0000 2019,positive
,
Tue Sep 17 01:58:27 +0000 2019,positive
,
Tue Sep 17 01:58:28 +0000 2019,neutral
,
Tue Sep 17 01:58:30 +0000 2019,neutral
,
Tue Sep 17 01:58:31 +0000 2019,neutral
,
Tue Sep 17 01:58:31 +0000 2019,positive
,
Tue Sep 17 01:58:31 +0000 2019,neutral
,
Tue Sep 17 01:58:34 +0000 2019,neutral
,
Tue Sep 17 01:58:42 +0000 2019,neutral
,
Tue Sep 17 01:58:45 +0000 2019,neutral
,
Tue Sep 17 01:58:54 +0000 2019,neutral
,
Tue Sep 17 01:59:00 +0000 2019,neutral
,
Tue Sep 17 01:59:00 +0000 2019,neutral
,
Tue Sep 17 01:59:03 +0000 2019,positive
,
Tue Sep 17 01:59:04 +0000 2019,neutral
,
Tue Sep 17 01:59:08 +0000 2019,negative
,
Tue Sep 17 01:59:11 +0000 2019,positive
,
Tue Sep 17 01:59:12 +0000 2019,neutral
,
Tue Sep 17 01:59:14 +0000 2019,neutral
,
Tue Sep 17 01:59:15 +0000 2019,negative
,
Tue Sep 17 01:59:15 +0000 2019,positive
,
Tue Sep 17 01:59:20 +0000 2019,neutral
,
Tue Sep 17 01:59:22 +0000 2019,neutral
,
Tue Sep 17 01:59:24 +0000 2019,neutral
,
Tue Sep 17 01:59:29 +0000 2019,positive
,
Tue Sep 17 01:59:30 +0000 2019,positive
,
Tue Sep 17 01:59:31 +0000 2019,neutral
,
Tue Sep 17 01:59:31 +0000 2019,neutral
,
Tue Sep 17 01:59:31 +0000 2019,positive
,
Tue Sep 17 01:59:31 +0000 2019,neutral
,
Tue Sep 17 01:59:31 +0000 2019,neutral
,
Tue Sep 17 01:59:32 +0000 2019,neutral
,
Tue Sep 17 01:59:34 +0000 2019,neutral
,
Tue Sep 17 01:59:35 +0000 2019,neutral
,
Tue Sep 17 01:59:41 +0000 2019,neutral
,
Tue Sep 17 01:59:41 +0000 2019,positive
,
Tue Sep 17 01:59:45 +0000 2019,neutral
,
Tue Sep 17 01:59:47 +0000 2019,neutral
,
Tue Sep 17 01:59:48 +0000 2019,neutral
,
Tue Sep 17 01:59:50 +0000 2019,positive
,
Tue Sep 17 01:59:50 +0000 2019,neutral
,
Tue Sep 17 01:59:52 +0000 2019,neutral
,
Tue Sep 17 01:59:54 +0000 2019,positive
,
Tue Sep 17 01:59:57 +0000 2019,positive
,
Tue Sep 17 01:59:58 +0000 2019,positive
,
Tue Sep 17 01:59:59 +0000 2019,neutral
,
Tue Sep 17 01:59:59 +0000 2019,positive
,
Tue Sep 17 02:00:00 +0000 2019,neutral
,
Tue Sep 17 02:00:01 +0000 2019,positive
,
Tue Sep 17 02:00:01 +0000 2019,negative
,
Tue Sep 17 02:00:02 +0000 2019,neutral
,
Tue Sep 17 02:00:02 +0000 2019,negative
,
Tue Sep 17 02:00:02 +0000 2019,positive
,
Tue Sep 17 02:00:03 +0000 2019,neutral
,
Tue Sep 17 02:00:03 +0000 2019,positive
,
Tue Sep 17 02:00:03 +0000 2019,neutral
,
Tue Sep 17 02:00:04 +0000 2019,positive
,
Tue Sep 17 02:00:04 +0000 2019,neutral
,
Tue Sep 17 02:00:04 +0000 2019,neutral
,
Tue Sep 17 02:00:05 +0000 2019,positive
,
Tue Sep 17 02:00:05 +0000 2019,negative
,
Tue Sep 17 02:00:05 +0000 2019,positive
,
Tue Sep 17 02:00:06 +0000 2019,positive
,
Tue Sep 17 02:00:07 +0000 2019,neutral
,
Tue Sep 17 02:00:07 +0000 2019,positive
,
Tue Sep 17 02:00:08 +0000 2019,positive
,
Tue Sep 17 02:00:08 +0000 2019,neutral
,
Tue Sep 17 02:00:08 +0000 2019,neutral
,
Tue Sep 17 02:00:09 +0000 2019,neutral
,
Tue Sep 17 02:00:10 +0000 2019,positive
,
Tue Sep 17 02:00:10 +0000 2019,neutral
,
Tue Sep 17 02:00:11 +0000 2019,positive
,
Tue Sep 17 02:00:13 +0000 2019,positive
,
Tue Sep 17 02:00:12 +0000 2019,negative
,
Tue Sep 17 02:00:13 +0000 2019,neutral
,
Tue Sep 17 02:00:13 +0000 2019,negative
,
Tue Sep 17 02:00:14 +0000 2019,positive
,
Tue Sep 17 02:00:15 +0000 2019,neutral
,
Tue Sep 17 02:00:16 +0000 2019,neutral
,
Tue Sep 17 02:00:17 +0000 2019,positive
,
Tue Sep 17 02:00:18 +0000 2019,neutral
,
Tue Sep 17 02:00:19 +0000 2019,neutral
,
Tue Sep 17 02:00:20 +0000 2019,positive
,
Tue Sep 17 02:00:20 +0000 2019,neutral
,
Tue Sep 17 02:00:21 +0000 2019,positive
,
Tue Sep 17 02:00:21 +0000 2019,positive
,
Tue Sep 17 02:00:21 +0000 2019,neutral
,
Tue Sep 17 02:00:22 +0000 2019,neutral
,
Tue Sep 17 02:00:24 +0000 2019,neutral
,
Tue Sep 17 02:00:24 +0000 2019,positive
,
Tue Sep 17 02:00:24 +0000 2019,positive
,
Tue Sep 17 02:00:25 +0000 2019,neutral
,
Tue Sep 17 02:00:26 +0000 2019,neutral
,
Tue Sep 17 02:00:27 +0000 2019,positive
,
Tue Sep 17 02:00:29 +0000 2019,positive
,
Tue Sep 17 02:00:30 +0000 2019,neutral
,
Tue Sep 17 02:00:31 +0000 2019,neutral
,
